Order_ID,Customer_ID,Order_Date,Order_Total,Order_Status
OR4470,C0153,2023/04/25,1899.52,Partially Shipped
OR4471,C0607,2022/08/10,39.20,Pending
OR4472,C1171,2024/02/02,139310.50,On Hold
OR4473,C1747,2022/01/01,6269.34,Confirmed 
OR4474,C0686,2023/06/25,7472.41,Shipped
OR4475,C0125,2025/03/04,5060.74,Return
OR4476,C1482,2024/01/04,12601.78,Delivered
OR4477,C1706,2024/08/02,2710.46,Cancelled
OR4478,C0213,2023/05/31,2423.34,Cancelled
OR4479,C1850,2023/08/17,8210.66,Partially Delivered
OR448,C1814,2022/10/30,99218.41,Shipped
OR4480,C0039,2024/02/28,5775.43,Return
OR4481,C0086,2024/05/07,2707.65,Failed
OR4482,C0923,2024/06/22,5660.46,Cancelled
OR4483,C1501,2023/10/06,352.82,Pending
OR4484,C0569,2023/08/26,4029.76,On Hold
OR4485,C1587,2022/08/06,17838.98,Return
OR4486,C0056,2025/03/24,294997.64,Cancelled
OR4487,C0338,2025/06/26,5303.70,On Hold
OR4488,C0588,2022/02/16,171921.57,Failed
OR4489,C0334,2022/07/08,4219.41,Failed
OR449,C1938,2025/02/01,28117.74,Pending
OR4490,C1999,2023/02/04,35367.93,Shipped
OR4491,C0053,2025/06/01,388.50,Partially Shipped
OR4492,C0255,2022/12/03,141583.48,On Hold
OR4493,C0392,2025/05/25,3091.46,Cancelled
OR4494,C1835,2023/08/23,1900.00,Partially Delivered
OR4495,C0632,2024/02/03,58118.22,Partially Delivered
OR4496,C1591,2023/12/17,13435.52,Confirmed 
OR4497,C1727,2023/01/10,43403.56,Cancelled
OR4498,C0526,2023/10/28,244021.17,Failed
OR4499,C0588,2024/07/10,72515.04,Failed
OR45,C1504,2022/05/06,25335.94,Failed
OR450,C0643,2022/07/06,6135.50,Failed
OR4500,C0922,2024/10/12,5898.82,Failed
OR4501,C0999,2025/03/20,8482.28,Pending
OR4502,C1554,2022/03/24,12268.46,Confirmed 
OR4503,C0091,2023/06/24,9447.90,Refunded
OR4504,C1894,2022/01/24,87164.30,Pending
OR4505,C0589,2023/10/11,1004.64,Return
OR4506,C0731,2022/11/09,6280.22,Refunded
OR4507,C0176,2023/03/20,5426.82,Out for Delivery
OR4508,C1510,2024/09/04,7217.35,Refunded
OR4509,C1266,2022/09/06,38348.82,Delivered
OR451,C0941,2022/05/11,367302.85,Cancelled
OR4510,C1295,2024/01/29,120460.58,Confirmed 
OR4511,C0629,2024/04/04,10260.10,Delivered
OR4512,C0893,2023/03/30,10063.98,Cancelled
OR4513,C0576,2022/03/11,17697.64,Out for Delivery
OR4514,C0920,2023/07/23,112212.05,Out for Delivery
OR4515,C1488,2022/07/04,46157.56,Cancelled
OR4516,C1933,2024/08/19,42610.22,Partially Shipped
OR4517,C0694,2024/11/08,136930.19,Partially Shipped
OR4518,C0517,2023/01/25,104424.10,Return
OR4519,C1686,2022/02/24,44672.28,Confirmed 
OR452,C0274,2025/05/30,27820.57,Delivered
OR4520,C1561,2022/08/04,44232.30,Shipped
OR4521,C0245,2022/08/28,186851.79,Delivered
OR4522,C0674,2025/06/20,5072.82,Partially Shipped
OR4523,C0571,2023/09/11,894.88,Refunded
OR4524,C0006,2023/07/22,21013.56,Pending
OR4525,C0081,2023/07/10,3394.88,Confirmed 
OR4526,C0586,2023/05/06,207661.12,On Hold
OR4527,C1835,2022/11/08,2532.72,Partially Delivered
OR4528,C0145,2025/04/18,77402.10,Cancelled
OR4529,C1270,2024/01/04,2356.46,Failed
OR453,C0197,2023/04/30,8990.41,Out for Delivery
OR4530,C0483,2025/01/02,78241.23,Partially Delivered
OR4531,C0161,2025/01/04,14860.92,On Hold
OR4532,C0696,2024/10/07,97699.28,Partially Delivered
OR4533,C1702,2022/09/02,1185.70,Partially Delivered
OR4534,C1789,2022/10/26,50147.22,Cancelled
OR4535,C1523,2022/12/16,189067.43,Out for Delivery
OR4536,C0634,2022/02/21,159481.08,Delivered
OR4537,C0878,2023/08/20,72212.46,Processing
OR4538,C1664,2023/08/08,14291.48,Confirmed 
OR4539,C1792,2023/07/04,2504.36,Failed
OR454,C1749,2022/08/15,47252.40,Shipped
OR4540,C0525,2022/12/08,2948.82,Return
OR4541,C0113,2024/01/24,345336.28,Shipped
OR4542,C0842,2024/02/02,8399.10,Cancelled
OR4543,C0233,2024/08/14,118625.32,Refunded
OR4544,C1570,2024/05/21,11081.51,On Hold
OR4545,C1958,2024/11/05,188304.75,Failed
OR4546,C0500,2023/11/01,35512.07,Delivered
OR4547,C1815,2022/02/10,1257.90,Shipped
OR4548,C0589,2022/05/02,75031.62,Processing
OR4549,C0388,2024/12/06,22390.71,Confirmed 
OR455,C1315,2024/06/11,15220.53,Cancelled
OR4550,C1536,2025/06/18,50866.50,Partially Delivered
OR4551,C0624,2024/10/03,43150.98,Partially Delivered
OR4552,C0524,2023/02/14,246022.17,Partially Delivered
OR4553,C1773,2022/04/23,64855.34,Failed
OR4554,C0295,2023/05/11,2556.27,Refunded
OR4555,C0896,2024/04/14,241.50,Out for Delivery
OR4556,C0190,2022/04/13,1531.64,Processing
OR4557,C0119,2023/09/06,502632.80,Processing
OR4558,C0826,2024/03/21,430420.62,Shipped
OR4559,C0181,2023/06/14,37757.64,Shipped
OR456,C0226,2022/02/17,62509.26,Partially Shipped
OR4560,C0667,2024/11/26,3227.46,Processing
OR4561,C0165,2023/10/23,3209.78,Confirmed 
OR4562,C0698,2024/04/17,105986.00,Failed
OR4563,C0772,2024/11/01,1677.90,Pending
OR4564,C0814,2024/01/20,13085.40,Failed
OR4565,C0902,2022/11/17,207699.61,Pending
OR4566,C0382,2023/01/09,7524.42,Delivered
OR4567,C0727,2022/04/16,8288.70,Delivered
OR4568,C1597,2022/03/07,38748.69,Partially Delivered
OR4569,C0411,2024/08/18,55289.80,Out for Delivery
OR457,C0313,2023/12/16,7442.26,Out for Delivery
OR4570,C0133,2022/11/08,13759.23,Delivered
OR4571,C0366,2024/12/07,4598.46,Refunded
OR4572,C0237,2022/05/21,74304.60,On Hold
OR4573,C0742,2022/02/14,118293.82,Out for Delivery
OR4574,C0462,2022/08/30,108557.64,Delivered
OR4575,C0122,2024/01/20,51225.78,Partially Delivered
OR4576,C0938,2022/01/21,28659.84,Processing
OR4577,C0949,2022/12/26,62717.44,Partially Delivered
OR4578,C0275,2024/01/16,26368.63,Shipped
OR4579,C1404,2022/08/21,278237.96,On Hold
OR458,C1720,2024/04/24,5721.28,Return
OR4580,C1346,2025/01/30,90050.16,Confirmed 
OR4581,C0960,2023/06/01,4364.64,Delivered
OR4582,C0565,2024/01/02,483928.74,Pending
OR4583,C1567,2024/01/04,5535.22,Delivered
OR4584,C1334,2024/03/25,77632.61,Return
OR4585,C0642,2022/07/08,11782.96,Confirmed 
OR4586,C0528,2024/12/28,349617.56,Cancelled
OR4587,C0332,2025/06/14,21626.91,Confirmed 
OR4588,C1689,2022/01/12,33583.20,Processing
OR4589,C0008,2024/11/05,778762.28,Return
OR459,C0175,2023/10/04,77475.08,Confirmed 
OR4590,C1296,2022/08/07,157008.40,On Hold
OR4591,C0239,2023/06/02,14000.82,On Hold
OR4592,C0986,2025/06/06,932.20,Pending
OR4593,C0209,2022/09/28,3080.20,Confirmed 
OR4594,C0047,2022/09/12,5656.92,Shipped
OR4595,C0634,2024/03/14,529.82,Shipped
OR4596,C1408,2023/05/21,46243.02,Processing
OR4597,C0289,2023/11/06,52410.31,Return
OR4598,C0493,2023/09/03,277532.46,Processing
OR4599,C0823,2023/04/29,17872.52,Pending
OR46,C0281,2024/12/12,1342.88,Failed
OR460,C1425,2024/07/16,33000.80,Processing
OR4600,C0664,2022/02/13,176172.82,Delivered
OR4601,C1573,2022/03/12,35007.06,Partially Delivered
OR4602,C0177,2024/12/04,27003.05,Delivered
OR4603,C0658,2024/07/17,143393.39,Out for Delivery
OR4604,C1314,2023/07/02,2014.88,Return
OR4605,C0673,2022/12/31,176988.20,Processing
OR4606,C1837,2023/02/21,374740.15,Confirmed 
OR4607,C0503,2022/10/12,12314.40,Processing
OR4608,C1449,2022/12/21,113940.32,Partially Delivered
OR4609,C0011,2023/06/20,96933.44,Delivered
OR461,C0433,2023/04/12,236334.90,Confirmed 
OR4610,C0660,2024/01/07,33921.08,Delivered
OR4611,C1650,2023/10/03,268592.45,Cancelled
OR4612,C0494,2023/05/29,104524.22,Confirmed 
OR4613,C1783,2023/04/11,227718.08,Cancelled
OR4614,C0600,2024/12/25,159100.01,On Hold
OR4615,C0109,2025/03/16,1853.94,Return
OR4616,C1783,2023/11/02,4700.64,Confirmed 
OR4617,C0875,2025/04/30,24842.00,Processing
OR4618,C1528,2024/02/25,258559.08,Pending
OR4619,C0332,2022/07/08,12739.28,Cancelled
OR462,C1892,2023/09/01,164482.93,Failed
OR4620,C0306,2022/02/26,8669.46,Out for Delivery
OR4621,C1586,2022/04/07,469.64,Cancelled
OR4622,C0110,2022/10/05,208000.47,Pending
OR4623,C1890,2025/03/04,14914.46,Cancelled
OR4624,C0355,2023/02/17,9437.64,Return
OR4625,C0161,2023/06/27,1437.64,Shipped
OR4626,C0156,2022/11/17,23358.10,Pending
OR4627,C0442,2024/04/11,4100.64,Cancelled
OR4628,C0529,2023/03/09,534.24,Shipped
OR4629,C1166,2023/03/19,245986.70,Cancelled
OR463,C0447,2022/11/18,9970.28,Delivered
OR4630,C1739,2024/08/15,659.40,Out for Delivery
OR4631,C0128,2023/06/13,163467.07,Delivered
OR4632,C1405,2025/04/23,206590.28,Pending
OR4633,C0276,2023/04/24,2359.35,Return
OR4634,C0040,2024/05/07,205540.84,Delivered
OR4635,C1902,2024/09/14,45064.41,Partially Delivered
OR4636,C1620,2023/09/06,3020.64,Cancelled
OR4637,C1871,2025/06/15,130679.10,Confirmed 
OR4638,C0769,2023/12/08,18209.33,Cancelled
OR4639,C1085,2024/12/17,145856.45,Shipped
OR464,C0919,2024/05/12,3803.15,Shipped
OR4640,C0128,2024/08/24,56294.40,Out for Delivery
OR4641,C0188,2025/03/10,28905.80,Shipped
OR4642,C0830,2025/03/23,1543.44,Pending
OR4643,C0144,2025/01/26,157.50,Shipped
OR4644,C0376,2022/04/11,66246.46,Out for Delivery
OR4645,C1831,2022/03/07,6477.46,Return
OR4646,C0356,2022/02/20,1095.99,On Hold
OR4647,C1306,2023/08/23,1414.82,On Hold
OR4648,C0628,2022/06/12,15478.06,Processing
OR4649,C0157,2022/12/23,70951.04,Out for Delivery
OR465,C0312,2024/10/27,365014.99,Pending
OR4650,C1061,2023/02/10,1998.26,Pending
OR4651,C1752,2023/03/25,115056.40,Refunded
OR4652,C0037,2024/04/04,162.75,Cancelled
OR4653,C0723,2024/01/09,6858.96,On Hold
OR4654,C0566,2024/06/25,12663.14,Out for Delivery
OR4655,C1570,2023/03/16,34872.54,Partially Delivered
OR4656,C0166,2024/05/14,18281.30,Partially Delivered
OR4657,C0018,2025/02/23,10405.70,Cancelled
OR4658,C1586,2022/06/13,543906.84,Pending
OR4659,C0175,2024/12/05,744.65,Partially Shipped
OR466,C0301,2023/10/10,149095.55,Processing
OR4660,C0688,2024/10/18,83775.28,Refunded
OR4661,C0989,2025/03/27,1342.88,Cancelled
OR4662,C0899,2022/05/08,5328.40,Return
OR4663,C0288,2022/05/29,18728.88,Refunded
OR4664,C0592,2022/11/05,261192.91,Pending
OR4665,C1160,2025/05/31,9607.10,Refunded
OR4666,C1867,2022/05/09,445.76,Confirmed 
OR4667,C0382,2023/11/10,33596.64,Pending
OR4668,C0497,2023/05/28,31019.10,Refunded
OR4669,C0206,2024/06/12,13038.31,On Hold
OR467,C0998,2024/12/11,144524.04,Delivered
OR4670,C0298,2023/08/05,37611.84,Return
OR4671,C1311,2022/07/13,5895.28,Failed
OR4672,C0255,2025/02/02,79410.46,Shipped
OR4673,C0142,2025/03/14,12488.76,Cancelled
OR4674,C0176,2025/04/29,74414.74,Out for Delivery
OR4675,C0198,2024/08/11,16910.94,Partially Shipped
OR4676,C0409,2022/07/27,51.45,Cancelled
OR4677,C1793,2022/12/04,8846.46,Shipped
OR4678,C1712,2022/10/13,1565.76,Confirmed 
OR4679,C0561,2022/06/08,1998.92,Refunded
OR468,C0809,2024/10/24,16249.04,Delivered
OR4680,C0462,2022/04/22,6890.22,Cancelled
OR4681,C1134,2023/07/26,72957.29,Return
OR4682,C1307,2024/01/23,20055.28,Out for Delivery
OR4683,C0307,2022/11/20,2302.70,Return
OR4684,C1846,2024/05/11,3418.46,Pending
OR4685,C0407,2022/10/01,10091.08,Partially Delivered
OR4686,C0855,2024/07/28,284374.10,Out for Delivery
OR4687,C0021,2024/08/14,3182.46,Delivered
OR4688,C1655,2024/10/23,153270.20,Pending
OR4689,C0274,2025/05/11,352.82,Confirmed 
OR469,C0689,2024/06/15,8732.64,Partially Delivered
OR4690,C0373,2024/02/25,44757.68,Delivered
OR4691,C0013,2022/02/27,1172.64,Partially Delivered
OR4692,C0578,2025/03/24,7185.03,Failed
OR4693,C0568,2025/06/01,303100.41,Cancelled
OR4694,C1569,2022/11/10,414263.73,Delivered
OR4695,C0446,2025/04/19,11012.70,On Hold
OR4696,C0265,2022/03/08,64575.21,Delivered
OR4697,C0783,2023/08/27,114885.59,Confirmed 
OR4698,C0221,2022/12/12,33626.46,Confirmed 
OR4699,C1750,2023/11/14,654448.38,Pending
OR47,C1292,2024/09/17,616.00,Partially Delivered
OR470,C1879,2022/06/18,342184.64,Shipped
OR4700,C0782,2022/05/12,704.46,Failed
OR4701,C0445,2024/02/08,46742.15,Failed
OR4702,C0847,2023/09/10,3552.72,On Hold
OR4703,C0214,2023/06/12,228106.53,Out for Delivery
OR4704,C0964,2023/10/16,3928.99,Partially Shipped
OR4705,C0677,2024/12/24,259562.15,Return
OR4706,C0726,2023/03/28,7472.41,Delivered
OR4707,C1803,2022/07/14,77876.46,On Hold
OR4708,C0193,2024/01/06,75452.22,Pending
OR4709,C0073,2023/07/28,1693.22,Cancelled
OR471,C0586,2024/10/05,4929.75,Refunded
OR4710,C0342,2023/05/29,25645.60,Refunded
OR4711,C0303,2024/07/29,2349.76,Refunded
OR4712,C0191,2023/07/18,130780.11,Return
OR4713,C0521,2023/12/28,18758.46,Processing
OR4714,C0116,2025/06/29,45972.51,Partially Shipped
OR4715,C0171,2023/05/13,4951.28,Pending
OR4716,C0463,2024/10/03,144615.49,Confirmed 
OR4717,C0003,2024/12/11,5382.00,Cancelled
OR4718,C0663,2025/01/22,60414.52,Delivered
OR4719,C0112,2022/08/12,1438.65,Pending
OR472,C0971,2022/04/07,9553.28,Out for Delivery
OR4720,C0984,2024/05/12,30786.22,Pending
OR4721,C0650,2023/04/23,22764.66,Refunded
OR4722,C0276,2025/01/13,144534.66,Failed
OR4723,C1971,2022/09/13,7157.46,Failed
OR4724,C0217,2023/12/14,7078.82,Out for Delivery
OR4725,C0372,2022/11/02,15806.47,Confirmed 
OR4726,C0322,2023/04/14,105071.80,Pending
OR4727,C0782,2023/02/25,39995.40,Partially Shipped
OR4728,C0411,2023/08/23,5565.28,Pending
OR4729,C0148,2024/02/17,1729.35,Pending
OR473,C0111,2024/11/27,15391.92,Shipped
OR4730,C0801,2024/03/28,25758.88,Failed
OR4731,C0245,2024/09/03,47787.07,Shipped
OR4732,C0702,2023/10/08,50171.52,Processing
OR4733,C0685,2023/09/27,15078.64,Pending
OR4734,C1140,2022/08/08,112614.40,Partially Shipped
OR4735,C0787,2024/05/01,557.76,Delivered
OR4736,C0152,2025/06/29,7548.46,On Hold
OR4737,C0023,2025/02/08,12112.80,On Hold
OR4738,C0964,2023/11/29,6704.55,Out for Delivery
OR4739,C0354,2023/05/14,489519.88,Cancelled
OR474,C0673,2022/07/28,8823.82,Pending
OR4740,C0261,2023/07/22,4304.64,Confirmed 
OR4741,C1017,2023/09/22,67078.86,Shipped
OR4742,C0674,2022/11/23,271.95,Failed
OR4743,C0035,2024/05/25,2001.28,Failed
OR4744,C0396,2024/10/03,27081.50,Partially Delivered
OR4745,C0635,2023/11/07,51187.31,Processing
OR4746,C0885,2023/10/26,5413.10,Processing
OR4747,C0020,2024/08/16,186440.00,Refunded
OR4748,C0802,2025/05/25,6837.34,Partially Delivered
OR4749,C0133,2022/05/26,8957.76,Processing
OR475,C0564,2023/11/12,107242.29,Partially Shipped
OR4750,C0787,2025/03/10,17225.64,Pending
OR4751,C1100,2022/03/30,28387.31,Partially Shipped
OR4752,C0343,2024/08/08,8503.50,Partially Shipped
OR4753,C1030,2022/11/07,361542.56,Partially Shipped
OR4754,C1527,2023/01/03,7785.64,Delivered
OR4755,C1576,2022/03/10,9520.63,Confirmed 
OR4756,C0126,2023/09/11,446.88,Failed
OR4757,C1993,2022/07/01,18658.10,Processing
OR4758,C0184,2024/09/20,215920.64,Failed
OR4759,C0951,2023/02/10,19697.98,Failed
OR476,C1757,2022/04/04,1363.40,Confirmed 
OR4760,C1715,2024/03/29,210699.23,Partially Delivered
OR4761,C0298,2024/09/09,12386.46,Delivered
OR4762,C1725,2023/08/20,177869.97,Delivered
OR4763,C0564,2024/06/25,46950.60,Confirmed 
OR4764,C0210,2025/01/13,10633.40,Failed
OR4765,C0432,2023/11/24,248665.61,Confirmed 
OR4766,C0216,2022/03/23,942.82,Cancelled
OR4767,C0687,2024/03/30,834.75,Processing
OR4768,C0229,2022/05/22,224069.40,Delivered
OR4769,C0456,2022/01/10,893.76,On Hold
OR477,C0035,2023/08/28,211102.12,Partially Delivered
OR4770,C0072,2025/04/18,15780.00,Out for Delivery
OR4771,C0418,2024/02/04,11876.36,Partially Shipped
OR4772,C1960,2024/04/08,56.00,Processing
OR4773,C0138,2022/10/01,45204.47,On Hold
OR4774,C1717,2025/01/22,17807.92,Refunded
OR4775,C1710,2022/02/20,7784.46,Confirmed 
OR4776,C0038,2023/01/27,118100.68,Pending
OR4777,C0410,2025/05/28,5592.16,Partially Shipped
OR4778,C0173,2023/08/18,30271.40,Failed
OR4779,C0573,2022/08/05,121748.86,On Hold
OR478,C1858,2022/10/24,228424.85,Return
OR4780,C0137,2023/01/27,320239.50,Out for Delivery
OR4781,C0453,2024/06/21,2712.82,Partially Shipped
OR4782,C0814,2022/05/24,2777.91,Refunded
OR4783,C0615,2023/10/21,9215.63,Confirmed 
OR4784,C0653,2024/06/18,2699.70,Cancelled
OR4785,C0853,2022/11/09,12683.21,Cancelled
OR4786,C0356,2022/02/10,329.22,Shipped
OR4787,C0383,2023/05/23,42550.22,Processing
OR4788,C1796,2022/05/04,52749.04,Out for Delivery
OR4789,C0487,2024/07/19,70918.36,Delivered
OR479,C0240,2023/01/25,55851.56,Cancelled
OR4790,C0239,2024/10/11,172025.40,Partially Shipped
OR4791,C0635,2022/12/03,413520.38,Pending
OR4792,C0652,2025/05/20,293.82,Partially Shipped
OR4793,C0831,2022/05/14,63717.64,On Hold
OR4794,C0991,2022/02/17,18476.64,Cancelled
OR4795,C0261,2025/04/07,6492.10,Shipped
OR4796,C0063,2023/06/03,42787.43,On Hold
OR4797,C0726,2023/10/05,4632.32,Processing
OR4798,C0333,2023/04/04,4873.44,Refunded
OR4799,C0972,2023/04/08,31066.36,Out for Delivery
OR48,C0367,2023/07/06,1296.82,Shipped
OR480,C1945,2024/04/27,106149.68,Cancelled
OR4800,C0305,2022/10/07,14354.19,Partially Delivered
OR4801,C0815,2025/02/17,38919.98,Out for Delivery
OR4802,C1204,2023/11/07,38844.42,Confirmed 
OR4803,C0590,2024/01/27,56164.46,On Hold
OR4804,C0481,2024/02/28,36047.94,Delivered
OR4805,C0671,2023/09/19,2672.39,Failed
OR4806,C0822,2025/02/26,50396.74,Return
OR4807,C0254,2025/03/29,219610.41,Shipped
OR4808,C1742,2022/10/03,19663.95,Delivered
OR4809,C0104,2025/06/11,2881.70,Pending
OR481,C0665,2024/02/09,2574.27,Return
OR4810,C1802,2023/11/03,3356.64,Pending
OR4811,C0884,2023/05/04,21238.82,Delivered
OR4812,C0116,2023/05/08,5412.83,Refunded
OR4813,C0060,2022/11/06,54272.92,Confirmed 
OR4814,C1882,2023/08/28,10821.20,Partially Shipped
OR4815,C1673,2023/12/07,402920.32,Delivered
OR4816,C0003,2024/06/22,14102.37,Out for Delivery
OR4817,C0356,2024/03/28,4347.47,Out for Delivery
OR4818,C0847,2024/10/08,554.60,Partially Shipped
OR4819,C0413,2023/09/07,2146.73,Return
OR482,C0246,2023/10/01,17847.46,Return
OR4820,C1628,2025/04/29,3967.08,Pending
OR4821,C0159,2022/01/18,10470.22,Cancelled
OR4822,C0357,2024/09/26,47423.02,Pending
OR4823,C0040,2023/03/19,704.46,Processing
OR4824,C0750,2024/06/29,2348.64,Refunded
OR4825,C1821,2022/12/19,42876.11,Cancelled
OR4826,C0387,2022/02/21,15007.28,Failed
OR4827,C1955,2023/04/09,232780.82,Partially Shipped
OR4828,C1788,2024/03/18,52522.60,Cancelled
OR4829,C0323,2022/02/18,134442.86,Return
OR483,C1464,2023/08/14,44963.96,On Hold
OR4830,C0853,2023/07/14,27278.67,Return
OR4831,C1508,2024/01/24,215462.10,Refunded
OR4832,C0854,2022/12/24,109380.10,Refunded
OR4833,C1649,2024/09/12,84388.98,Partially Shipped
OR4834,C0910,2023/07/15,273.00,Partially Shipped
OR4835,C0735,2024/01/12,11797.64,Pending
OR4836,C0266,2025/01/16,56442.08,Processing
OR4837,C1966,2023/11/14,2003.64,Shipped
OR4838,C0964,2023/02/15,295.00,Processing
OR4839,C1831,2023/04/19,19462.92,Refunded
OR484,C0251,2024/01/21,64900.00,On Hold
OR4840,C1513,2022/07/26,490984.44,Confirmed 
OR4841,C0946,2025/05/14,34224.72,Refunded
OR4842,C0325,2024/07/24,825997.64,Confirmed 
OR4843,C0401,2022/09/15,24307.20,Shipped
OR4844,C0569,2024/10/12,90602.52,Processing
OR4845,C0843,2022/02/25,135924.22,Refunded
OR4846,C0619,2025/05/31,834.75,Out for Delivery
OR4847,C0246,2022/06/20,2121.64,Pending
OR4848,C0707,2023/10/16,25365.28,Failed
OR4849,C0204,2022/04/06,27791.04,On Hold
OR485,C0003,2022/07/18,1178.82,Delivered
OR4850,C1473,2022/09/17,16021.16,Refunded
OR4851,C1603,2023/11/03,446.88,Cancelled
OR4852,C1807,2022/03/26,123597.94,Delivered
OR4853,C0761,2024/11/30,5491.32,Pending
OR4854,C0452,2023/04/04,27635.37,On Hold
OR4855,C0095,2023/11/10,47197.64,Pending
OR4856,C0364,2023/12/11,42142.37,On Hold
OR4857,C0463,2024/02/26,123896.46,Out for Delivery
OR4858,C1820,2022/05/08,388.50,Partially Delivered
OR4859,C1726,2024/09/15,145598.88,On Hold
OR486,C0960,2024/03/14,7052.64,Partially Delivered
OR4860,C0389,2025/04/05,134447.28,Partially Shipped
OR4861,C0886,2025/01/09,30236.64,Partially Delivered
OR4862,C0625,2025/01/19,27722.92,Confirmed 
OR4863,C0002,2022/04/29,1773.45,Shipped
OR4864,C0884,2023/02/19,182188.28,Cancelled
OR4865,C1107,2025/05/05,110.88,Processing
OR4866,C0270,2022/08/31,460164.60,Cancelled
OR4867,C0834,2022/07/21,26673.90,Out for Delivery
OR4868,C0948,2024/01/21,529.82,Out for Delivery
OR4869,C0624,2023/03/29,68393.64,Refunded
OR487,C0388,2022/03/09,1658.39,Confirmed 
OR4870,C0336,2023/06/13,3086.91,Pending
OR4871,C0343,2023/08/02,90150.98,Shipped
OR4872,C0385,2023/01/15,10584.02,Partially Delivered
OR4873,C0119,2024/07/21,59706.98,Partially Shipped
OR4874,C0300,2024/08/21,9186.52,Partially Shipped
OR4875,C0312,2024/06/04,7358.33,Failed
OR4876,C0203,2023/07/25,61854.21,Confirmed 
OR4877,C0673,2023/03/20,2237.00,Partially Shipped
OR4878,C0353,2022/09/18,60335.34,Refunded
OR4879,C0038,2022/09/29,15925.28,Confirmed 
OR488,C0845,2025/01/07,35392.92,Return
OR4880,C0968,2022/09/18,1508.64,Out for Delivery
OR4881,C0604,2022/10/28,942.82,Partially Shipped
OR4882,C0044,2023/04/23,216145.97,Failed
OR4883,C1196,2023/11/07,212850.80,Out for Delivery
OR4884,C0547,2023/09/01,6380.64,Failed
OR4885,C0405,2023/03/15,11547.86,Cancelled
OR4886,C0532,2022/12/31,36551.34,Processing
OR4887,C0840,2024/09/20,1306.26,Return
OR4888,C0426,2025/05/30,15311.13,Pending
OR4889,C0237,2023/08/24,7352.52,On Hold
OR489,C0253,2024/02/01,824.82,Confirmed 
OR4890,C1680,2022/08/04,15465.98,Processing
OR4891,C0536,2023/11/14,14533.54,Return
OR4892,C1098,2022/05/12,17045.98,On Hold
OR4893,C0122,2022/01/03,148766.19,Processing
OR4894,C0581,2022/03/13,358128.54,Delivered
OR4895,C0232,2022/09/07,78011.48,Partially Delivered
OR4896,C1541,2025/01/02,11758.88,Pending
OR4897,C1024,2022/12/18,40610.47,On Hold
OR4898,C0103,2023/05/30,9137.71,Cancelled
OR4899,C0768,2022/05/17,13514.28,Refunded
OR49,C0445,2023/08/24,353996.46,Failed
OR490,C0500,2023/01/11,11855.16,Cancelled
OR4900,C1843,2024/01/06,58203.40,Partially Shipped
OR4901,C0782,2023/05/23,32866.04,On Hold
OR4902,C0077,2022/12/09,130699.18,Shipped
OR4903,C0113,2024/06/01,3719.33,Cancelled
OR4904,C1157,2023/03/31,348606.56,Partially Shipped
OR4905,C0469,2025/02/25,14497.86,Failed
OR4906,C1138,2023/03/01,187075.78,Partially Shipped
OR4907,C0141,2024/12/26,121636.05,Partially Delivered
OR4908,C1722,2023/11/03,251297.28,Return
OR4909,C0741,2024/05/19,14490.33,Delivered
OR491,C0783,2022/02/08,49335.89,Partially Shipped
OR4910,C0497,2022/07/30,19753.79,Out for Delivery
OR4911,C0485,2024/07/25,23002.92,On Hold
OR4912,C1202,2024/09/12,18989.98,Pending
OR4913,C1602,2024/06/18,5540.10,Partially Delivered
OR4914,C0260,2025/06/19,42517.18,Processing
OR4915,C0262,2024/12/09,70.00,Out for Delivery
OR4916,C0059,2024/10/15,88575.88,Shipped
OR4917,C1202,2025/04/01,303693.06,Failed
OR4918,C0663,2022/02/07,2820.70,On Hold
OR4919,C0862,2025/06/27,3853.95,Out for Delivery
OR492,C0530,2022/05/13,133608.04,Shipped
OR4920,C0716,2023/07/01,26572.84,Return
OR4921,C0364,2022/04/16,4755.52,Shipped
OR4922,C0475,2022/11/21,145.95,Partially Delivered
OR4923,C1632,2023/01/10,53804.46,Delivered
OR4924,C0224,2023/01/27,44373.60,Pending
OR4925,C0621,2023/12/30,65732.30,On Hold
OR4926,C1928,2023/10/04,4244.46,Cancelled
OR4927,C0464,2024/10/04,12185.10,Failed
OR4928,C0664,2022/09/06,48935.04,Shipped
OR4929,C0497,2024/01/31,98878.10,Out for Delivery
OR493,C0236,2025/06/23,243472.52,Delivered
OR4930,C1226,2024/11/14,47870.40,Shipped
OR4931,C1881,2025/03/18,2004.82,Shipped
OR4932,C0694,2024/11/11,11059.44,Failed
OR4933,C1019,2024/08/26,8838.20,Return
OR4934,C0070,2025/01/29,672.60,Pending
OR4935,C1129,2022/03/08,7899.70,Partially Shipped
OR4936,C1835,2022/04/27,17225.64,Partially Shipped
OR4937,C0396,2022/06/13,342508.18,Refunded
OR4938,C0241,2025/02/23,10438.13,Partially Delivered
OR4939,C0307,2022/02/02,56203.58,On Hold
OR494,C0598,2023/06/22,2608.48,Refunded
OR4940,C1919,2024/01/21,12343.77,Shipped
OR4941,C0680,2023/03/15,11573.61,Return
OR4942,C0298,2023/06/16,11710.32,Failed
OR4943,C1002,2022/07/13,107848.46,Pending
OR4944,C0943,2024/07/04,157937.54,Partially Shipped
OR4945,C0081,2024/02/27,38698.23,Failed
OR4946,C0421,2024/10/20,45071.28,Cancelled
OR4947,C0465,2025/03/28,37516.92,Confirmed 
